kreatinin,hemoglobin,hematokrit yuzdesi,eritrosit sayisi,lokosit sayisi,trombosit sayisi,alanin - alt,aspartat - ast,ure,albumin,glikoz,sodyum,potasyum,klorur,oksijen doygunlugu - spo₂,Saglik_Durumu
0.65,0,52.29,7.68,8.82,234.82,0,32.2,10.64,3.83,109.33,152.57,4.52,110.92,95.46,3
2.42,16.62,51.88,6.17,15.74,271.86,129.86,92.05,20.15,3.79,110.83,146.44,3.5,109.71,95.99,2
0.85,22.2,49.66,7.01,7.45,188.77,59.27,34.89,24.41,2.61,99.42,0,5.18,115.4,96.5,4
1.05,20.36,40.76,6.15,0,161.55,46.32,50.37,16.5,3.88,117.02,150.41,5.72,111.07,0,4
1.76,14.93,44.31,6.0,6.3,344.78,53.17,38.08,25.5,0.98,115.98,139.07,4.78,105.49,96.9,9
0,16.05,51.7,8.22,64.97,273.95,84.11,48.83,8.94,3.3,107.5,150.74,4.8,100.37,97.43,6
1.26,10.83,49.58,7.77,8.84,272.48,46.5,51.12,23.54,3.95,118.43,150.22,3.67,117.4,99.92,3
0,17.47,53.13,5.74,11.08,429.89,43.08,41.27,17.54,3.54,0,142.27,0,104.13,96.69,8
1.16,14.5,42.56,6.3,46.11,391.5,37.25,29.34,23.29,3.89,107.11,151.76,0,0,95.04,6
1.6,13.8,0,6.88,12.13,360.68,27.77,62.19,19.42,2.61,87.66,121.12,4.69,111.58,99.27,10
0.95,15.36,42.97,6.21,18.49,396.35,42.39,62.24,24.95,2.75,102.09,138.32,4.43,107.95,96.63,5
1.25,17.71,39.03,7.7,9.04,357.44,87.58,40.77,25.06,2.67,116.39,146.69,7.18,0,98.43,11
0.79,17.88,45.04,0,6.39,419.29,92.62,27.85,10.8,0.77,105.5,141.12,4.73,105.71,96.25,9
1.56,22.52,0,5.73,14.18,258.45,0,33.37,11.18,3.02,103.02,144.15,4.34,113.17,99.41,4
3.5,0,45.1,5.94,8.03,374.74,148.41,92.23,24.05,3.93,76.05,146.8,3.83,109.18,97.45,2
0.83,16.09,39.01,6.4,6.72,411.22,54.55,0,14.6,3.45,118.39,125.8,4.87,106.39,96.14,10
0.94,16.12,37.6,7.11,19.2,0,81.18,40.65,13.4,3.68,86.44,146.25,5.04,103.85,95.97,5
0.89,14.9,45.29,6.11,6.69,294.21,19.32,61.43,9.54,0,86.76,152.38,3.64,117.81,99.71,9
1.44,17.93,39.6,0,7.48,181.27,46.39,15.49,10.11,0.7,85.73,0,4.14,101.32,98.76,9
1.7,0,54.19,6.66,0,396.8,84.18,50.2,14.94,3.22,103.3,139.37,6.65,116.38,99.61,11
1.09,13.99,41.05,8.07,7.68,387.8,31.91,0,23.17,3.69,157.54,146.0,4.04,116.89,95.8,8
1.75,0,39.94,0,14.97,254.91,202.46,0,0,3.85,114.29,141.19,5.4,108.84,98.35,7
0.97,17.48,50.27,6.81,6.34,402.63,71.18,41.72,0,2.68,86.49,118.99,3.89,103.36,99.19,10
0.51,16.75,52.95,8.14,31.16,387.46,46.45,32.4,9.7,3.47,81.23,0,4.97,107.82,99.3,6
1.68,0,44.35,7.22,8.32,381.37,66.15,60.16,7.91,2.72,109.33,143.75,4.87,111.73,96.88,4
2.54,12.52,46.96,6.83,10.23,429.88,142.19,86.59,13.97,0,81.3,149.35,4.61,117.38,98.84,2
1.44,17.62,44.01,0,16.23,273.85,62.85,25.24,20.02,0,77.79,0,5.22,102.88,95.07,1
1.41,17.44,39.25,6.47,8.76,241.65,76.33,51.43,13.68,3.32,155.88,150.35,3.91,114.68,95.01,8
0,17.44,40.24,6.14,0,304.67,102.66,0,11.31,1.5,105.09,143.36,5.5,101.72,99.77,9
0.91,14.94,0,6.08,16.86,317.33,0,44.34,8.04,1.33,94.63,153.07,4.01,103.93,99.82,9
0,13.41,49.58,6.86,8.13,366.71,0,118.01,14.32,3.16,108.93,140.63,4.2,107.19,99.08,7
0.94,21.57,54.07,8.42,8.04,422.62,14.09,34.34,12.2,3.66,87.0,153.46,4.94,109.44,97.5,4
1.39,17.86,42.5,6.04,16.62,281.5,81.21,35.08,23.68,0,88.51,146.65,4.98,114.98,97.03,1
1.45,17.91,0,7.8,9.67,199.73,91.63,23.0,0,2.92,80.84,140.06,7.6,103.86,96.85,11
1.69,13.43,53.51,6.84,16.42,313.83,77.51,26.74,9.76,0,166.02,152.33,5.33,0,95.27,8
1.78,16.75,43.49,6.1,9.07,177.45,103.58,38.1,9.15,0,80.01,153.83,5.33,111.1,96.37,1
0.55,0,0,5.83,9.62,187.32,21.53,55.69,23.65,3.74,92.36,144.42,6.58,113.04,98.12,11
1.41,14.41,39.68,5.77,16.98,167.66,154.86,122.69,16.64,0,115.3,147.95,4.01,100.16,95.4,7
1.59,20.63,52.46,7.42,8.02,262.01,38.14,23.87,22.99,3.75,98.61,150.13,5.73,103.11,97.31,4
1.43,15.91,42.41,6.46,16.44,230.27,95.06,49.09,22.77,0.64,103.69,149.01,3.95,111.77,97.29,9
3.43,15.6,39.63,6.95,10.11,0,137.56,0,15.28,0,92.68,152.84,5.61,106.66,95.23,2
1.38,15.29,43.81,8.27,14.37,276.55,10.82,0,16.33,2.88,113.63,153.71,5.1,107.23,0,1
2.86,12.67,0,7.76,9.26,362.61,154.85,0,19.92,3.69,89.86,140.28,0,104.73,95.53,2
0.76,17.48,0,6.52,13.45,379.57,169.86,0,10.76,3.14,108.69,144.45,5.42,115.22,97.69,7
1.14,17.47,39.49,6.44,13.06,370.48,64.54,26.17,8.14,1.12,0,153.58,4.35,0,95.47,9
1.57,14.12,43.36,6.41,14.09,173.19,45.12,0,11.28,2.89,85.1,145.26,5.47,107.89,0,1
1.29,16.78,49.64,5.52,9.17,334.15,90.1,61.85,11.15,0,80.95,153.04,6.52,113.81,95.57,11
1.79,17.05,53.83,7.31,7.12,235.41,20.45,0,25.69,3.43,0,152.59,7.72,116.83,0,11
1.24,12.03,39.74,8.04,9.27,326.97,60.09,65.99,20.72,3.88,110.86,126.55,5.34,117.93,97.97,10
2.99,17.59,37.32,7.89,8.06,0,141.1,100.04,11.3,3.38,108.27,0,4.46,111.54,95.24,2
0.64,10.84,43.39,6.18,12.8,204.62,57.76,56.39,10.37,3.55,99.59,149.06,3.83,117.02,95.18,3
1.21,16.65,52.33,5.89,0,228.19,20.32,32.07,21.32,3.64,0,138.07,7.61,101.97,95.73,11
2.47,12.56,51.33,6.73,15.86,184.67,153.98,91.89,20.73,2.93,99.28,145.24,3.69,108.83,95.99,2
0.83,14.46,41.65,5.51,11.64,314.45,35.66,16.68,15.14,1.28,83.01,149.26,5.43,114.0,98.48,9
0.83,17.56,45.06,7.38,45.07,163.34,25.0,61.33,20.81,2.99,77.0,139.99,4.51,106.55,96.4,6
0.42,16.67,50.75,8.3,8.13,228.01,55.65,25.37,23.06,1.3,78.37,139.15,5.09,115.95,98.07,9
0,12.92,52.56,6.92,8.23,195.57,24.8,55.87,18.34,3.72,103.47,140.81,4.58,104.57,99.71,1
0.81,17.73,51.69,7.11,62.76,187.0,41.94,55.81,9.19,0,0,152.02,5.11,109.21,98.86,6
1.16,0,54.38,6.33,6.76,400.87,83.9,62.35,26.01,3.18,95.93,148.48,3.72,113.6,99.84,4
0.83,13.02,44.39,7.03,7.11,317.13,52.77,48.23,18.79,2.62,114.58,147.34,0,110.8,97.78,11
0.71,12.78,43.88,7.62,11.9,282.89,0,162.49,12.16,2.77,104.65,142.03,4.91,117.16,0,7
0.91,17.68,46.29,8.5,15.26,278.87,99.01,23.64,26.8,0.65,87.73,141.88,0,100.15,96.27,9
0.83,14.86,38.75,6.24,20.63,397.09,24.72,55.02,8.91,3.49,118.33,141.87,4.47,101.33,98.35,5
0,12.39,41.95,7.31,6.05,343.55,138.21,86.63,16.94,3.73,89.36,139.08,3.99,102.56,95.48,2
0.54,12.07,53.51,6.08,15.66,0,79.07,46.35,16.26,3.08,157.4,151.56,0,104.75,99.03,8
1.56,13.42,51.83,5.56,37.44,0,83.03,35.72,25.16,3.9,77.67,146.51,3.89,107.86,97.18,6
1.67,13.96,53.31,8.05,8.2,364.92,72.54,24.13,14.48,2.67,144.54,140.28,5.57,0,96.6,8
1.73,10.93,51.76,8.09,7.66,408.53,0,35.44,11.76,0,0,145.43,4.63,111.19,96.6,3
0.57,14.62,37.69,5.66,0,318.97,100.86,25.53,17.18,2.8,108.47,149.42,4.26,116.01,99.55,6
0.71,0,48.9,8.13,38.01,261.54,66.66,64.78,15.2,3.16,102.86,145.3,4.61,106.83,95.21,6
1.41,9.26,52.38,7.75,13.91,275.14,0,19.57,15.03,3.25,91.41,150.14,5.05,114.52,99.36,3
0,13.45,44.3,8.48,47.22,407.39,0,16.78,0,2.93,106.95,142.83,4.92,110.55,95.1,6
0.53,14.99,43.76,8.35,11.21,332.3,194.19,139.82,25.9,3.49,105.97,151.58,4.06,0,95.69,7
1.56,0,48.5,8.14,10.68,375.46,87.88,51.81,17.27,2.92,99.55,139.96,5.05,110.28,99.82,3
1.68,16.45,37.84,6.43,19.13,316.29,50.28,41.36,9.92,3.81,104.88,138.81,4.13,0,99.4,5
0.53,13.21,50.91,8.16,0,410.71,18.36,40.77,15.39,2.79,81.32,118.76,5.02,105.03,97.41,10
1.04,13.83,0,8.14,44.93,184.78,0,38.75,8.6,2.79,76.25,141.98,4.39,103.26,97.09,6
0.63,0,0,0,7.23,316.32,93.64,50.71,24.77,3.48,85.52,151.23,3.89,113.26,95.13,3
1.42,0,53.93,0,8.38,282.19,35.91,33.91,10.74,0,0,139.33,5.65,112.61,96.28,3
0.43,16.69,0,7.39,21.58,0,73.27,24.04,17.2,3.56,94.19,142.46,4.8,113.44,99.46,5
1.74,10.32,38.04,7.19,14.34,167.89,56.43,20.46,20.23,2.98,112.43,138.14,4.11,104.42,97.02,3
0.69,17.89,50.03,6.05,12.49,409.98,155.05,122.0,22.77,3.95,108.07,148.71,4.05,107.49,99.44,7
0.66,16.23,51.12,7.78,12.16,168.12,58.45,52.0,15.59,3.1,99.64,146.43,0,107.81,98.59,1
0.83,13.52,42.4,8.2,16.15,411.71,80.29,43.85,26.52,3.32,103.4,0,6.39,113.21,95.13,11
1.37,22.86,45.2,8.14,14.06,357.54,45.31,50.69,21.13,2.74,111.72,148.45,4.01,100.96,96.17,4
0.98,14.62,40.93,7.21,13.75,0,87.58,59.1,9.45,3.62,118.67,0,4.52,104.89,97.98,10
0.56,16.78,0,7.79,14.43,294.56,158.24,161.4,17.4,3.25,105.76,152.95,4.91,102.22,98.55,7
0.49,13.78,51.76,6.61,65.63,200.16,12.91,44.61,19.65,2.84,114.22,142.96,4.79,111.75,98.06,6
0.66,16.3,49.2,5.66,0,378.24,0,26.9,26.24,3.35,87.78,120.46,5.8,108.37,97.91,10
0,13.94,38.78,6.16,14.33,249.83,99.62,44.56,25.8,0.93,94.76,138.46,0,109.09,97.64,9
1.41,12.88,37.4,6.1,10.41,211.95,82.66,23.6,13.84,3.0,157.58,143.86,5.14,110.96,0,8
0,16.74,52.02,8.02,11.69,253.0,152.98,113.54,12.6,2.75,103.93,138.43,5.18,0,96.13,2
1.73,20.91,52.6,7.49,10.97,366.18,85.74,25.53,9.0,0,110.02,140.35,3.54,107.99,99.5,4
0.65,15.26,0,7.15,7.34,345.21,87.51,23.07,23.03,3.92,88.53,148.68,6.84,112.49,95.52,11
1.5,17.38,54.29,6.66,0,0,77.38,17.66,19.46,3.06,105.22,142.2,4.56,109.93,97.16,1
0.69,17.16,45.27,7.01,41.25,291.43,103.41,33.4,7.08,3.15,93.27,152.46,5.56,105.38,98.58,6
0.44,14.09,46.33,6.01,16.21,166.67,35.39,47.64,13.35,2.86,82.67,121.29,5.64,109.68,99.32,10
2.61,12.44,37.94,8.43,7.53,207.26,153.0,115.44,21.69,3.87,96.71,140.9,4.5,0,95.36,2
0.67,15.56,43.56,8.49,0,168.73,21.26,26.22,11.09,3.49,169.98,146.33,5.73,117.85,97.41,8
0,15.75,43.33,6.81,21.33,0,10.64,40.13,15.94,3.59,115.28,140.14,3.62,108.02,97.35,5
1.31,19.28,46.01,7.13,9.93,163.61,0,59.37,13.8,3.52,75.08,148.78,3.87,114.0,97.76,4
1.3,15.3,46.21,0,19.99,281.62,55.31,0,12.4,3.99,76.59,139.57,0,110.69,97.47,5
1.03,16.86,54.85,6.78,40.87,229.63,38.0,0,11.92,0,110.87,139.54,0,116.52,98.81,6
3.54,0,0,8.31,0,0,151.14,106.76,13.47,2.84,117.53,148.85,4.97,108.36,99.99,2
0,10.56,43.49,7.21,10.87,425.56,80.48,61.45,17.94,2.87,0,141.34,3.79,116.38,98.04,3
2.76,14.93,39.04,5.6,8.98,390.23,139.95,107.58,7.64,3.4,87.86,0,5.07,116.76,95.15,2
0.86,14.73,45.55,7.16,10.43,259.81,96.43,49.17,13.75,2.72,0,141.95,3.51,104.45,0,1
1.48,14.32,54.42,6.93,19.06,241.14,66.89,61.13,13.83,2.97,78.26,149.51,3.53,112.12,95.21,5
1.66,12.28,45.11,7.12,15.49,327.79,45.26,62.48,23.0,2.82,82.42,118.71,4.48,0,98.13,10
1.26,12.14,42.72,6.42,12.6,209.8,51.1,0,17.6,3.25,83.73,146.05,7.76,107.22,0,11
1.41,21.09,52.31,7.58,0,282.01,12.81,58.39,21.01,3.6,104.52,141.76,5.22,0,95.65,4
1.4,12.5,0,7.09,12.97,426.2,57.8,27.96,10.97,0,83.46,126.99,4.15,101.77,96.68,10
0,0,42.39,5.58,20.84,272.74,43.2,29.21,9.21,3.48,119.78,150.31,5.53,103.92,97.04,5
1.41,14.79,45.02,6.04,18.01,234.85,18.12,43.09,21.22,3.71,102.2,149.54,5.56,102.8,99.24,5
3.66,14.65,49.43,7.83,7.62,200.56,0,103.46,25.66,0,101.26,147.22,0,116.04,96.15,2
1.42,9.3,43.35,7.4,15.22,0,0,52.24,14.77,0,81.8,140.74,3.7,105.76,0,3
0,0,41.24,7.33,8.86,203.02,0,159.08,0,2.76,96.14,0,5.64,116.25,96.87,7
1.31,15.93,44.8,7.19,12.24,162.99,70.15,24.22,0,3.53,0,0,5.11,116.04,95.51,1
0.9,16.37,47.37,0,65.14,288.43,69.23,27.17,23.66,3.5,95.1,152.46,4.91,102.47,96.94,6
1.15,13.5,40.77,6.86,19.32,206.28,0,55.32,9.36,3.71,86.95,144.13,4.71,0,98.25,5
1.42,14.14,0,6.0,14.56,409.58,37.98,0,25.19,3.85,113.67,152.18,5.72,109.55,98.56,1
2.87,17.97,41.66,8.33,7.88,251.53,142.07,95.61,0,3.77,78.43,142.47,3.61,116.97,99.94,2
1.22,9.23,37.51,6.64,7.31,409.97,77.32,61.82,7.63,3.26,84.21,140.74,4.76,108.64,99.73,3
0.75,20.33,0,8.38,14.64,281.71,76.03,21.85,9.1,3.42,119.58,138.53,4.04,106.51,97.25,4
0.65,14.43,43.76,7.99,54.81,203.39,50.92,46.98,19.52,2.95,80.88,144.2,5.02,112.49,0,6
1.33,13.57,51.7,6.1,0,205.63,12.19,0,21.69,2.94,84.01,122.05,4.38,0,96.83,10
1.45,22.71,54.93,6.4,12.8,0,0,18.62,0,3.63,105.41,153.67,5.18,104.51,97.51,4
0.9,16.03,42.33,5.99,18.15,208.73,49.64,59.35,22.9,3.42,77.96,141.81,5.15,0,96.92,5
1.76,12.47,39.78,6.08,14.11,269.87,49.78,62.27,9.85,0.74,114.17,151.89,4.44,113.72,98.42,9
1.3,20.11,44.91,8.4,6.23,227.99,58.06,0,20.74,2.62,87.43,0,5.38,111.49,97.82,4
2.53,17.33,54.59,6.92,10.11,213.66,157.29,107.84,26.35,3.51,86.85,138.5,3.82,111.51,96.34,2
0.51,12.24,43.47,6.86,0,372.35,18.37,0,13.96,2.65,155.03,143.29,5.47,0,95.48,8
0.74,19.43,44.36,5.76,11.29,202.39,91.89,32.68,7.35,3.96,112.88,153.88,4.92,100.87,95.18,4
1.07,0,37.47,7.12,11.67,381.41,52.79,56.08,23.74,3.21,0,149.26,0,105.61,98.4,1
0,12.29,40.75,5.77,8.93,371.85,105.99,23.93,26.44,0,160.98,146.98,4.63,104.76,95.65,8
1.34,0,37.89,8.08,7.23,403.8,61.22,39.46,20.94,3.17,94.97,139.37,3.7,111.28,95.87,4
1.05,17.71,41.91,7.33,9.15,257.83,149.65,126.84,18.95,3.09,107.09,138.53,4.0,0,96.35,7
1.28,14.38,47.6,6.58,14.4,219.8,64.14,25.43,7.95,3.7,81.13,121.43,5.11,0,99.66,10
0,12.54,38.29,0,9.61,249.45,139.73,96.44,23.76,3.87,110.03,145.15,4.07,109.77,98.34,2
0.69,0,46.3,0,13.17,216.96,43.89,17.3,0,3.37,82.06,144.85,5.3,111.09,98.58,3
1.51,13.7,54.85,7.36,10.88,0,152.11,0,8.94,3.85,108.05,142.52,4.36,105.61,95.36,7
0.43,0,0,8.24,6.13,245.6,75.64,65.46,14.44,2.77,164.4,147.25,4.48,111.25,99.95,8
1.01,19.59,47.57,7.19,11.88,270.12,52.98,40.73,12.23,3.48,98.42,143.68,3.67,113.15,98.94,4
1.75,17.25,48.35,8.19,20.41,326.91,70.66,46.92,19.16,2.67,95.32,139.07,3.62,103.21,96.85,5
0.47,0,44.03,0,11.94,205.74,195.64,149.02,0,3.66,80.85,0,4.9,0,96.47,7
1.51,16.2,43.07,6.98,7.95,234.83,171.13,124.13,12.52,3.46,92.34,150.39,5.31,115.55,99.1,7
0.48,15.94,52.05,8.21,15.13,251.87,184.08,103.4,19.27,2.64,89.71,151.85,4.71,104.42,0,7
1.31,16.0,0,6.06,6.71,243.03,63.29,65.3,0,3.59,86.95,122.67,4.16,117.07,97.31,10
1.23,9.46,38.87,7.38,14.29,254.53,74.97,25.33,23.87,3.3,90.69,147.31,4.89,0,96.75,3
3.24,13.31,47.91,0,13.12,345.55,152.09,109.77,26.43,3.4,93.5,146.76,5.76,115.94,96.23,2
1.37,0,43.65,5.74,0,208.27,94.76,25.16,0,2.98,99.52,0,0,106.39,97.6,4
1.53,17.71,53.25,7.28,7.55,380.39,102.3,27.66,17.39,2.94,76.38,124.15,5.62,109.26,95.17,10
0.64,15.44,39.62,7.0,13.43,407.24,77.14,15.14,18.54,1.52,86.73,152.89,3.92,106.01,0,9
0.64,21.72,54.99,8.07,16.91,279.58,0,43.09,13.05,0,92.5,145.33,3.63,0,95.7,4
0.55,15.42,50.26,7.62,14.96,178.88,87.26,46.65,0,3.49,96.51,0,5.34,109.46,95.76,10
0.45,12.97,42.49,6.95,20.01,0,78.46,48.91,18.7,3.61,90.36,138.08,5.13,117.56,95.5,5
1.41,19.87,0,8.42,13.06,228.66,49.16,58.88,24.74,3.13,82.43,147.53,3.78,107.98,97.72,4
0.77,13.48,39.98,6.3,21.81,373.02,64.06,50.49,26.27,0,89.96,143.88,4.9,109.09,95.87,5
1.77,21.36,38.3,7.64,14.47,166.95,0,15.07,8.61,3.31,108.26,148.51,4.38,108.36,0,4
3.79,16.18,38.92,6.07,7.93,365.72,157.2,0,9.95,2.63,104.54,0,5.39,102.09,99.59,2
1.78,16.73,42.7,6.6,14.42,398.04,165.22,104.5,8.6,2.76,89.48,143.63,5.07,114.53,99.2,7
1.39,17.27,53.26,7.02,0,208.49,74.03,60.65,8.37,2.99,112.38,146.97,7.35,110.88,97.69,11
1.73,14.16,45.54,6.98,34.83,161.68,93.33,54.11,0,2.64,117.63,150.43,5.25,105.83,98.35,6
1.53,16.24,54.03,7.18,14.84,284.4,0,27.63,24.19,2.85,110.95,125.19,4.31,110.74,96.45,10
1.06,16.86,41.83,6.41,15.53,411.79,55.59,44.68,16.79,3.54,143.79,140.31,4.82,117.37,96.53,8
1.33,19.37,39.08,5.79,15.12,168.48,107.81,62.82,14.47,2.85,96.09,141.24,0,0,96.34,4
2.84,12.14,38.03,7.6,7.56,338.17,143.71,102.87,26.0,2.81,93.09,148.84,0,0,96.45,2
1.15,0,46.65,6.77,16.41,422.18,86.04,25.61,17.19,1.03,102.15,153.66,5.34,105.66,98.11,9
0.88,19.54,53.5,8.0,7.07,341.56,42.53,41.02,20.68,2.76,114.85,142.99,0,112.51,99.72,4
0,17.41,48.53,5.51,15.51,173.31,40.66,52.87,24.68,0.83,119.98,0,5.74,116.56,95.09,9
0.92,0,41.62,8.15,0,359.42,0,163.83,20.97,0,82.7,150.31,5.45,108.68,98.42,7
0.9,13.98,48.07,0,10.07,0,66.17,27.85,15.78,3.52,111.15,151.98,4.38,114.88,99.99,1
1.06,15.12,47.06,5.57,9.82,209.47,15.44,54.03,18.78,3.64,90.79,138.8,4.79,106.85,95.74,1
0.63,0,45.63,6.14,7.32,404.24,49.92,31.17,0,2.75,94.11,118.98,4.74,113.35,97.11,10
1.46,16.87,48.31,7.69,11.47,356.18,67.22,31.66,25.53,2.91,104.06,145.18,7.66,105.83,98.95,11
1.23,0,41.02,6.61,16.43,344.08,93.37,0,16.63,2.93,95.48,151.46,3.83,101.79,99.81,1
0,9.54,47.46,7.69,14.45,406.24,55.89,55.14,16.16,3.34,98.74,0,5.26,101.79,98.6,3
1.28,14.29,42.71,5.64,11.64,299.74,75.91,36.7,7.05,0,92.19,139.45,4.68,115.09,98.62,1
1.05,15.21,0,7.31,42.17,256.17,16.39,47.11,12.07,3.67,96.23,151.69,5.27,116.58,96.1,6
1.28,15.9,53.17,7.94,18.66,170.24,10.75,44.04,21.07,2.63,0,145.59,5.62,105.32,0,5
0,15.47,0,6.08,18.42,328.86,99.24,56.13,24.19,3.09,0,151.68,5.07,100.47,97.69,5
1.34,0,49.72,6.79,6.52,375.11,11.83,47.42,16.0,3.23,117.15,145.03,5.44,108.38,95.91,4
0.86,14.1,37.68,6.43,13.62,285.28,47.54,26.74,13.93,0.64,79.81,139.77,4.32,102.77,99.7,9
2.31,14.43,0,6.99,16.47,201.65,129.81,108.41,18.52,3.77,0,141.93,5.22,0,99.67,2
0.42,14.0,54.44,7.24,13.85,319.43,61.18,38.77,11.21,3.65,99.6,153.36,7.29,101.79,99.57,11
0.85,17.39,48.19,0,15.5,197.86,53.37,0,19.32,3.02,82.84,148.0,6.39,106.23,96.28,11
1.33,16.47,39.74,8.36,34.83,378.33,68.65,42.54,24.54,3.87,0,138.09,0,103.04,99.39,6
0,22.47,48.62,6.31,0,300.59,34.51,23.19,8.47,2.65,95.85,151.54,0,113.62,95.3,4
1.44,13.78,51.9,7.02,20.46,344.25,0,45.43,22.5,3.6,95.5,144.04,4.5,110.77,0,5
0.47,15.68,40.15,6.59,0,182.67,79.07,23.54,9.54,3.28,77.75,152.48,3.52,112.37,0,1
0.51,20.16,51.05,7.11,15.53,196.59,11.98,43.65,9.02,0,113.71,140.1,4.67,116.24,96.71,4
1.15,12.27,41.16,5.51,12.92,0,42.58,64.93,20.38,3.39,77.02,127.33,3.78,116.87,96.5,10
3.77,16.92,53.0,8.23,16.66,188.87,147.14,88.07,12.84,3.95,104.13,152.1,4.74,112.18,0,2
2.56,12.22,44.73,8.19,9.71,0,151.66,0,20.59,3.17,115.02,149.1,5.38,101.38,99.82,2
0.9,12.87,51.63,5.63,21.45,322.02,90.88,0,9.08,3.34,0,0,4.92,108.03,98.41,5
0.87,17.24,40.96,5.95,11.89,252.14,205.25,0,24.4,3.54,76.01,145.39,4.52,0,99.35,7
0.82,14.3,42.06,6.28,0,320.85,49.75,61.16,17.83,0,113.85,140.89,0,100.05,96.94,6
0,17.1,46.11,7.53,9.97,261.36,19.23,57.38,20.83,1.53,114.64,146.96,4.51,0,98.42,9
0.66,9.32,38.13,7.14,9.58,211.86,20.93,35.84,15.96,3.41,119.98,145.21,4.29,110.68,97.44,3
0,12.86,53.65,7.21,11.6,216.1,78.33,27.17,26.79,2.88,79.03,145.47,3.87,111.57,98.88,1
0.82,10.54,41.41,7.82,14.26,282.05,94.11,58.75,12.66,3.89,89.08,147.31,3.97,0,95.03,3
0.76,0,53.83,7.46,7.1,242.02,30.59,25.51,15.13,2.77,150.46,139.32,4.18,106.5,99.53,8
0.54,12.56,45.71,8.19,9.72,412.94,172.55,116.49,8.09,2.73,112.66,153.89,4.89,105.04,99.53,7
0.65,12.7,42.31,0,20.92,356.47,52.54,24.86,0,3.56,92.16,139.61,4.98,114.12,95.07,5
0.58,0,41.19,8.05,11.79,207.64,104.52,32.8,23.04,2.96,97.18,151.79,5.32,0,98.6,3
0.84,13.16,54.31,5.98,9.48,398.54,43.54,56.56,22.13,3.93,105.27,143.75,6.71,109.77,98.04,11
0.74,15.44,38.32,8.16,8.72,194.43,72.95,57.79,0,3.53,79.02,127.99,4.34,101.46,95.55,10
0,0,54.42,7.94,11.62,362.67,91.74,31.4,26.49,3.66,105.34,120.99,4.86,0,98.39,10
0,13.86,53.22,5.85,11.68,0,182.8,149.82,11.94,3.91,99.16,138.99,4.46,107.94,98.09,7
1.27,10.98,49.97,7.34,16.58,245.79,77.61,32.2,0,3.98,82.97,139.05,5.35,102.31,95.09,3
1.73,16.5,51.54,7.16,16.09,351.48,22.03,56.67,17.6,2.97,168.83,146.9,4.66,115.86,98.63,8
1.04,9.51,44.16,6.55,6.88,239.6,37.93,44.32,26.93,3.02,75.89,146.25,4.7,101.93,96.14,3
0.99,10.89,52.07,7.92,13.13,278.89,65.59,40.92,9.1,3.21,116.34,153.8,0,109.27,99.37,3
0.93,20.71,37.53,7.05,7.03,0,38.16,20.55,23.35,3.28,92.91,144.19,0,103.79,0,4
1.18,12.44,46.29,6.49,11.47,204.92,64.17,40.78,23.67,0,87.43,119.3,4.36,0,96.49,10
0.73,0,45.08,6.42,10.12,186.49,12.37,23.63,26.4,0.84,95.72,142.76,3.74,0,0,9
3.06,15.83,46.33,6.37,9.6,245.02,132.93,92.73,9.24,4.0,77.71,149.3,3.84,106.36,97.69,2
0.5,13.35,53.05,6.56,33.18,306.13,83.29,45.18,7.92,3.14,92.39,147.24,3.58,103.02,99.61,6
0.42,17.25,47.35,7.72,9.94,299.67,66.52,52.9,20.08,3.02,80.37,141.38,6.63,110.58,95.88,11
2.52,15.81,38.21,5.89,9.77,362.36,146.24,0,10.53,3.43,0,0,0,116.23,98.52,2
1.48,13.16,39.04,7.27,10.95,172.62,88.04,41.38,18.58,3.35,163.42,146.51,5.42,104.0,95.62,8
0.45,15.01,45.8,6.55,8.27,385.3,49.61,20.41,16.81,3.0,96.56,142.9,4.3,111.58,99.28,1
1.06,13.28,54.06,8.34,21.63,278.89,35.52,54.26,10.9,2.7,0,141.76,3.88,115.44,0,5
3.05,17.45,53.81,6.82,12.61,284.54,154.07,103.7,7.78,3.05,95.21,145.56,5.29,103.22,99.11,2
0.55,13.49,45.78,5.61,9.46,187.82,56.31,0,12.16,3.31,106.28,123.76,3.65,115.55,97.33,10
0.85,16.04,37.74,7.74,0,221.45,94.05,0,9.46,3.66,111.46,142.83,5.06,112.74,95.51,6
0.54,9.34,53.29,8.12,13.35,334.1,108.69,0,9.68,3.43,116.22,142.6,3.59,0,95.36,3
0.68,15.6,54.42,7.97,14.11,239.75,104.71,24.75,7.14,3.84,104.59,152.96,4.43,117.95,99.52,1
1.2,17.33,53.91,6.16,19.23,256.9,25.95,24.62,10.73,3.33,111.07,139.79,5.75,111.36,95.51,5
1.45,10.41,48.19,7.85,8.56,0,13.08,22.07,16.09,3.85,99.31,148.38,5.54,102.04,0,3
0.69,21.74,0,6.9,8.02,300.14,44.02,55.68,24.23,2.98,0,143.92,4.52,103.85,98.26,4
1.47,0,38.05,6.27,18.05,0,14.29,64.89,12.88,3.88,117.45,147.03,4.57,109.72,97.88,5
1.65,21.55,42.73,8.49,0,287.8,100.68,62.43,20.51,3.37,105.72,144.66,0,0,96.58,4
1.5,14.75,54.65,6.5,12.59,180.4,88.06,38.93,17.12,3.84,147.39,149.34,5.41,101.92,97.16,8
